id_cdb,nome_cdb,id_fdb,nome_fdb,grupo,subgrupo,aliases
278,Pork,549,Domestic pig,Animal foods,Swine,pork; pig; bacon
283,Cocoa,182,Cocoa bean,Cocoa and cocoa products,Cocoa,cocoa
284,Beans,638,Bean,Pulses,Beans,bean
286,Kidney Beans,1001,Cannellini bean,Pulses,Beans,bean-kidney; bean-red; bean-red=kidney; rajma
288,Peas,141,Common pea,Pulses,Peas,pea
289,Soybean,85,Soy bean,Soy,Soy,soy=bean; soya=bean
291,Soybean Sauce,716,Soy sauce,Soy,Soy Products,soy=bean-sauce; soya=bean-sauce; soy-sauce; soya-sauce
292,Filbert,381,Hazelnut,Nuts,Nuts,filbert
296,Pecans,44,Pecan nut,Nuts,Nuts,pecan
305,Laurel,97,Sweet bay,Herbs and Spices,Herbs,bay=laurel; bay=leaf
308,Pine,138,Pine nut,Nuts,Nuts,pine
318,Peanut Butter,16,Peanut,Nuts,Nuts,peanut=butter
324,Anise Hyssop,89,Hyssop,Herbs and Spices,Herbs,anise-hyssop
328,Cassia,586,Cinnamon,Herbs and Spices,Herbs,cassia
329,Celery,215,Celery stalks,Vegetables,Stalk vegetables,celery
331,Clove,179,Cloves,Herbs and Spices,Spices,clove
334,Mace,118,Nutmeg,Herbs and Spices,Spices,mace
335,Marjoram,122,Sweet marjoram,Herbs and Spices,Herbs,marjoram
337,Oregano,124,Common oregano,Herbs and Spices,Herbs,oregano
343,Chive,995,Green onion,Vegetables,Onion-family vegetables,chive
348,Onion,6,Garden onion,Vegetables,Onion-family vegetables,onion
352,Brussels Sprout,32,Brussel sprouts,Vegetables,Cabbages,brussels=sprout
360,Rutabaga,28,Swede,Vegetables,Root vegetables,rutabaga
362,Capsicum,223,Pepper (Capsicum),Vegetables,Fruit vegetables,capsicum; paprika; pepper-bell; pepper-sweet
363,Cherry Pepper,40,Pepper,Vegetables,Fruit vegetables,pimiento; cherry=pepper
364,Tomato,171,Garden tomato,Vegetables,Fruit vegetables,tomato
367,Beetroot,25,Common beet,Vegetables,Leaf vegetables,beetroot; beet
374,Fried Potato,175,Potato,Vegetables,Tubers,potato-fried
377,Ashgourd,510,Wax gourd,Gourds,Gourds,ash=gourd; white=gourd
378,Bittergourd,115,Bitter gourd,Gourds,Gourds,bitter=gourd; squash-bitter
379,Bottlegourd,322,Calabash,Gourds,Gourds,bottle=gourd
382,Chard,237,Swiss chard,Vegetables,Leaf vegetables,chard
383,Apple Cider Vinegar,645,Vinegar,Baking goods,Seasonings,vinegar-cider; cider=vinegar
384,Colocasia,499,Taro,Vegetables,Root vegetables,colocasia
389,Jalapeno,987,Jalapeno pepper,Vegetables,Fruit vegetables,jalapeno
392,Nigella Seed,67,Cumin,Herbs and Spices,Spices,nigella-seed; kalonji
395,Poppy Seed,127,Poppy,Herbs and Spices,Oilseed crops,poppy=seed
398,Water Chestnut,337,Chinese water chestnut,Vegetables,Other vegetables,water=chestnut; water=caltrop
399,White Pepper,40,Pepper,Vegetables,Fruit vegetables,pepper-white
400,Garcinia Indica,411,Purple mangosteen,Fruits,Tropical fruits,kokum; garnicia=indica
402,Paneer,966,Plain cream cheese,Milk and milk products,Fermented milk products,paneer
404,Basmati Rice,125,Rice,Cereals and cereal products,Cereals,basmati
405,Ricotta Cheese,631,Cheese,Milk and milk products,Fermented milk products,cheese-ricotta
409,Redskin onion,994,Red onion,Vegetables,Onion-family vegetables,onion-red=skin; onion-red
528,Caribou,535,Deer,Animal foods,Venison,caribou
551,Wild duck,358,Mallard duck,Animal foods,Poultry,duck
563,Greenland halibut,375,Greenland halibut/turbot,Aquatic foods,Fishes,#halibut-greenland#
567,Hippoglossus,380,Hippoglossus (Common halibut),Aquatic foods,Fishes,hippoglossus
589,Moose,535,Deer,Animal foods,Venison,moose
662,Salmonidae,504,"Salmonidae (Salmon, Trout)",Aquatic foods,Fishes,#salmonidae#
683,Clupeinae,531,"Clupeinae (Herring, Sardine, Sprat)",Aquatic foods,Fishes,clupeinae
687,Percoidei,537,Percoidei (Bass and others),Aquatic foods,Fishes,percoidei
693,Bivalvia,544,"Bivalvia (Clam, Mussel, Oyster)",Aquatic foods,Mollusks,bivalvia
737,Scombridae,600,"Scombridae (Bonito, Mackerel, Tuna)",Aquatic foods,Fishes,scombridae
744,Pleuronectidae,610,"Pleuronectidae (Dab, Halibut, Plaice)",Aquatic foods,Fishes,pleuronectidae
755,Common Tuna,525,Albacore tuna,Aquatic foods,Fishes,#tuna#
757,Columbidae,624,"Columbidae (Dove, Pigeon)",Animal foods,Poultry,columbidae
796,Milk Human,687,Milk (Human),Milk and milk products,Unfermented milks,human milk
826,Cichlidae,723,Cichlidae (Tilapia),Aquatic foods,Fishes,cichlidae
856,Morchella,756,Morchella (Morel),Vegetables,Mushrooms,morchella
969,Zucchini,907,Green zucchini,Gourds,Gourds,zucchini
979,Anise Oil,137,Anise,Herbs and Spices,Herbs,#anise-oil#
980,Apple Juice,105,Apple,Fruits,Pomes,apple-juice
983,Hops Beer,268,Beer,Beverages,Fermented beverages,beer-hops
984,Lemon Juice,54,Lemon,Fruits,Citrus,lemon juice
985,Brown Rice,235,Red rice,Cereals and cereal products,Cereals,rice-brown
986,Tomato Juice,851,Vegetable juice,Beverages,Other beverages,#tomato-juice#
987,Tomato Paste,171,Garden tomato,Vegetables,Fruit vegetables,#tomato-paste#
988,Tomato Puree,171,Garden tomato,Vegetables,Fruit vegetables,#tomato-puree#
989,Coriander Seed,61,Coriander,Herbs and Spices,Herbs,coriander-seed
991,Cured Ham,549,Domestic pig,Animal foods,Swine,#ham-cured#
992,Cayenne,233,Pepper (Capsicum),Vegetables,Fruit vegetables,cayenne; chile powder; red chile; habanero; harissa; green chile; green chili; green chilli; green chily; red chily; red chili; red chilli
994,Tequila,630,Liquor,Beverages,Distilled beverages,tequila
995,Sauerkraut,881,Cabbage,Vegetables,Cabbages,sauerkraut
2008,Curry Powder,700,Curry powder,Herbs and Spices,Herb and spice mixtures,curry powder
2037,Ketchup,781,Ketchup,Baking goods,Condiments,ketchup
2049,Pie Crust,805,Pie crust,Baking goods,Wrappers,pie=crust
2056,Flour,825,Flour,Cereals and cereal products,Cereal products,flour; atta
2062,Adobo,783,Adobo,Baking goods,Seasonings,adobo
2067,Whitefish,514,Whitefish,Aquatic foods,Fishes,whitefish
2072,Pollock,524,Pollock,Aquatic foods,Fishes,pollock
2073,Anchovy,580,Anchovy,Aquatic foods,Fishes,anchovy
2075,Frybread,753,Frybread,Dishes,Other dishes,fry=bread
2076,Sturgeon,584,Sturgeon,Aquatic foods,Fishes,sturgeon
2077,Hibiscus Tea,748,Hibiscus tea,Teas,Herbal teas,tea-hibiscus
2078,Deer,535,Deer,Animal foods,Venison,deer; elk
2080,Oat Bread,838,Oat bread,Cereals and cereal products,Leavened breads,bread-oat
2081,Pita Bread,829,Pita bread,Cereals and cereal products,Flat breads,bread-pita
2082,Raisin Bread,845,Raisin bread,Cereals and cereal products,Sweet breads,bread-raisin
2083,Multigrain Bread,842,Multigrain bread,Cereals and cereal products,Leavened breads,bread-multigrain
2084,Cornbread,840,Cornbread,Cereals and cereal products,Flat breads,corn=bread
2087,Smelt,530,Smelt,Aquatic foods,Fishes,smelt
2088,Crab,587,Crab,Aquatic foods,Crustaceans,crab; crabmeat
2089,Cooking Oil,804,Cooking oil,Baking goods,Baking goods,cooking oil; vegetable oil
2090,Rice Cake,822,Rice cake,Dishes,Asian cuisine,rice-cake
2094,Whiting,515,Whiting,Aquatic foods,Fishes,whiting
2095,Buffalo,316,Buffalo,Animal foods,Bovines,buffalo
2096,Catfish,619,Catfish,Aquatic foods,Fishes,catfish
2098,Rabbit,540,Rabbit,Animal foods,Lagomorphs,rabbit
2099,Haddock,379,Haddock,Aquatic foods,Fishes,haddock
2100,Persimmon,608,Persimmon,Fruits,Tropical fruits,persimmon
2000,Garam Masala,700,Curry powder,Herbs and Spices,Herb and spice mixtures,garam masala
2004,Sambar Powder,700,Curry powder,Herbs and Spices,Herb and spice mixtures,sambar powder
2018,Ale,268,Beer,Beverages,Fermented beverages,ale
2020,Self Rising Flour,825,Flour,Cereals and cereal products,Cereal products,self rising flour
2035,Fettuccine,274,Pasta,Cereals and cereal products,Cereal products,fettuccine
2038,Spinach Fettuccine,178,Spinach,Vegetables,Leaf vegetables,spinach fettuccine
2047,Pancetta,549,Domestic pig,Animal foods,Swine,pancetta
2048,Phyllo,803,Phyllo dough,Baking goods,Baking goods,phyllo
2050,Prosciutto,549,Domestic pig,Animal foods,Swine,prosciutto
2063,Tomato Puree,171,Garden tomato,Vegetables,Fruit vegetables,tomato-puree
2064,Tomato Paste,171,Garden tomato,Vegetables,Fruit vegetables,tomato-paste
2069,Tuna,525,Albacore tuna,Aquatic foods,Fishes,tuna
2070,Croaker,350,Atlantic croaker,Aquatic foods,Fishes,croaker
2071,Mackerel,294,Atlantic mackerel,Aquatic foods,Fishes,mackerel
2074,Perch,612,Pacific ocean perch,Aquatic foods,Fishes,perch
2079,Octopus,344,Common octopus,Aquatic foods,Mollusks,octopus
2085,Pout,604,Norway pout,Aquatic foods,Fishes,pout
2086,Herring,293,Atlantic herring,Aquatic foods,Fishes,herring
2091,Trout,478,Sea trout,Aquatic foods,Fishes,trout
2092,Lobster,598,Clawed lobster,Aquatic foods,Crustaceans,lobster
2093,Halibut,527,Atlantic halibut,Aquatic foods,Fishes,halibut
2097,Salmon,465,Atlantic salmon,Aquatic foods,Fishes,salmon; arctic char; cisco; salmonidae
2102,Cider Vinegar,645,Vinegar,Baking goods,Seasonings,soy cream; soya cream
